id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at,user_geom
83767,David,Roberts,davidroberts@example.org,52,M,Alabama,34394 Jared Prairie,36109,Montgomery,United States,32.3883487,-86.24018189,Search,2024-01-25 01:56:00+00:00,POINT(-86.24018189 32.3883487)
18722,Ethan,Mora,ethanmora@example.net,42,M,Alabama,30148 Christine Flat Apt. 508,36109,Montgomery,United States,32.3883487,-86.24018189,Search,2023-07-12 11:42:00+00:00,POINT(-86.24018189 32.3883487)
35700,Sherri,Johnson,sherrijohnson@example.org,42,F,Alabama,5593 Rivas Light,36109,Montgomery,United States,32.3883487,-86.24018189,Search,2020-03-21 13:04:00+00:00,POINT(-86.24018189 32.3883487)
42874,Beth,Jordan,bethjordan@example.net,57,F,Alabama,667 Lyons River Suite 595,36116,Montgomery,United States,32.27384604,-86.21682948,Facebook,2020-11-19 13:17:00+00:00,POINT(-86.21682948 32.27384604)
2634,Samuel,Carlson,samuelcarlson@example.com,65,M,Alabama,075 Kim Center Apt. 150,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2020-06-19 07:19:00+00:00,POINT(-86.21682948 32.27384604)
68500,Briana,Smith,brianasmith@example.net,58,F,Alabama,50130 Lowe Fall Suite 688,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2024-02-23 06:31:00+00:00,POINT(-86.21682948 32.27384604)
93968,Lynn,Stephens,lynnstephens@example.com,28,F,Alabama,99238 Desiree Extension,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2020-03-17 02:09:00+00:00,POINT(-86.21682948 32.27384604)
94705,Debra,Reed,debrareed@example.org,44,F,Alabama,988 Travis Station Suite 373,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2022-05-01 05:48:00+00:00,POINT(-86.21682948 32.27384604)
1983,Jason,Lopez,jasonlopez@example.com,29,M,Alabama,056 Crystal Dale,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2024-05-08 08:10:00+00:00,POINT(-86.21682948 32.27384604)
68936,Diana,Patterson,dianapatterson@example.net,31,F,Alabama,114 Jones Vista,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2025-01-17 06:17:00+00:00,POINT(-86.21682948 32.27384604)
23151,Henry,Hamilton,henryhamilton@example.net,38,M,Alabama,930 Kaitlyn Inlet Suite 375,36116,Montgomery,United States,32.27384604,-86.21682948,Organic,2019-04-01 14:04:00+00:00,POINT(-86.21682948 32.27384604)
46246,Priscilla,Solis,priscillasolis@example.net,31,F,Alabama,7841 Kathy Isle Apt. 989,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2021-08-19 03:43:00+00:00,POINT(-86.21682948 32.27384604)
1338,George,Harrison,georgeharrison@example.org,59,M,Alabama,06299 Kristina Ports,36117,Montgomery,United States,32.37757019,-86.14394477,Display,2022-09-02 07:45:00+00:00,POINT(-86.14394477 32.37757019)
40075,Jacqueline,Perez,jacquelineperez@example.org,49,F,Alabama,4204 Valerie Vista,36117,Montgomery,United States,32.37757019,-86.14394477,Search,2022-02-01 11:58:00+00:00,POINT(-86.14394477 32.37757019)
54519,Aaron,Wilson,aaronwilson@example.com,29,M,Alabama,47622 Jones Path,35160,Talladega,United States,33.36698997,-86.09699412,Search,2025-05-29 05:01:00+00:00,POINT(-86.09699412 33.36698997)
99861,Sherry,Morris,sherrymorris@example.net,47,F,Alabama,8194 William Greens,35160,Talladega,United States,33.36698997,-86.09699412,Search,2019-09-16 02:04:00+00:00,POINT(-86.09699412 33.36698997)
41070,Sandra,Chung,sandrachung@example.org,42,F,Alabama,33978 Wright Lane Suite 981,35160,Talladega,United States,33.36698997,-86.09699412,Search,2025-06-25 11:46:00+00:00,POINT(-86.09699412 33.36698997)
43512,Susan,Horton,susanhorton@example.net,24,F,Alabama,15853 Michael Island Suite 292,35160,Talladega,United States,33.36698997,-86.09699412,Organic,2023-05-08 11:27:00+00:00,POINT(-86.09699412 33.36698997)
61696,Douglas,Wiley,douglaswiley@example.org,43,M,Alabama,3064 Peters Drive Apt. 699,36330,Enterprise,United States,31.32302754,-85.84941899,Search,2020-11-20 05:23:00+00:00,POINT(-85.84941899 31.32302754)
46139,Joshua,Smith,joshuasmith@example.net,65,M,Alabama,1989 Tyler Inlet Suite 706,36330,Enterprise,United States,31.32302754,-85.84941899,Facebook,2023-03-28 04:42:00+00:00,POINT(-85.84941899 31.32302754)
84108,Elizabeth,Douglas,elizabethdouglas@example.org,61,F,Alabama,594 Graham Loaf Apt. 008,36330,Enterprise,United States,31.32302754,-85.84941899,Facebook,2021-12-01 00:40:00+00:00,POINT(-85.84941899 31.32302754)
84858,Jessica,Chaney,jessicachaney@example.org,61,F,Alabama,0345 Parker Isle Apt. 579,36330,Enterprise,United States,31.32302754,-85.84941899,Organic,2021-07-02 12:29:00+00:00,POINT(-85.84941899 31.32302754)
31296,Isabella,Peterson,isabellapeterson@example.com,13,F,Alabama,94900 Brenda Locks,36330,Enterprise,United States,31.32302754,-85.84941899,Email,2020-09-07 03:53:00+00:00,POINT(-85.84941899 31.32302754)
39873,Eric,Fox,ericfox@example.com,56,M,Alabama,3315 Green Ferry Suite 388,36832,Auburn,United States,32.59645172,-85.5852565,Search,2023-12-25 16:18:00+00:00,POINT(-85.5852565 32.59645172)
16382,Toni,Arnold,toniarnold@example.net,30,F,Alabama,724 Thomas Crossroad Suite 886,36832,Auburn,United States,32.59645172,-85.5852565,Email,2021-04-26 01:41:00+00:00,POINT(-85.5852565 32.59645172)
23968,Derek,Williams,derekwilliams@example.org,17,M,Alabama,88401 Foley Row,36832,Auburn,United States,32.59645172,-85.5852565,Organic,2020-05-16 00:48:00+00:00,POINT(-85.5852565 32.59645172)
30320,Bobby,Allen,bobbyallen@example.net,52,M,Alabama,761 Bishop Grove Apt. 423,36832,Auburn,United States,32.59645172,-85.5852565,Search,2023-08-26 08:05:00+00:00,POINT(-85.5852565 32.59645172)
83253,Tara,Lee,taralee@example.com,64,F,Alabama,1437 Sara Islands Suite 079,36832,Auburn,United States,32.59645172,-85.5852565,Search,2020-06-28 01:05:00+00:00,POINT(-85.5852565 32.59645172)
22811,Eric,Walker,ericwalker@example.net,57,M,Alabama,986 Jason Throughway,36832,Auburn,United States,32.59645172,-85.5852565,Search,2019-02-01 00:50:00+00:00,POINT(-85.5852565 32.59645172)
32955,Amanda,Graham,amandagraham@example.org,63,F,Alabama,91310 Christine Radial Suite 510,36830,Auburn,United States,32.49711846,-85.48309708,Facebook,2020-09-17 01:37:00+00:00,POINT(-85.48309708 32.49711846)
2771,Heather,Carter,heathercarter@example.com,57,F,Alabama,5503 Wilson Lane Suite 205,36830,Auburn,United States,32.49711846,-85.48309708,Search,2019-01-29 13:57:00+00:00,POINT(-85.48309708 32.49711846)
19813,Robert,Roberts,robertroberts@example.org,12,M,Alabama,858 Holloway Points Apt. 770,36830,Auburn,United States,32.49711846,-85.48309708,Organic,2024-10-13 06:03:00+00:00,POINT(-85.48309708 32.49711846)
63211,Allen,Clarke,allenclarke@example.net,43,M,Alabama,421 Ronald Circles Apt. 043,36830,Auburn,United States,32.49711846,-85.48309708,Search,2021-05-10 06:38:00+00:00,POINT(-85.48309708 32.49711846)
65621,Abigail,Whitney,abigailwhitney@example.com,45,F,Alabama,81537 Anthony Views Suite 275,36301,Dothan,United States,31.14297987,-85.40193755,Display,2025-03-27 17:33:00+00:00,POINT(-85.40193755 31.14297987)
2981,Kara,Ellis,karaellis@example.net,44,F,Alabama,521 Williams Trace,36301,Dothan,United States,31.14297987,-85.40193755,Email,2022-11-20 05:54:00+00:00,POINT(-85.40193755 31.14297987)
14661,Shawn,Hale,shawnhale@example.net,68,M,Alabama,37203 Melton Coves Apt. 825,36301,Dothan,United States,31.14297987,-85.40193755,Search,2019-03-20 05:12:00+00:00,POINT(-85.40193755 31.14297987)
16323,Richard,Sheppard,richardsheppard@example.org,35,M,Alabama,95575 Thomas Roads,36301,Dothan,United States,31.14297987,-85.40193755,Organic,2025-03-11 07:38:00+00:00,POINT(-85.40193755 31.14297987)
93573,Christopher,Watson,christopherwatson@example.net,44,M,Alabama,575 Jennifer Crossroad,36301,Dothan,United States,31.14297987,-85.40193755,Email,2021-03-23 07:13:00+00:00,POINT(-85.40193755 31.14297987)
28372,Valerie,Smith,valeriesmith@example.net,31,F,Alabama,62231 Morgan Coves Apt. 407,36301,Dothan,United States,31.14297987,-85.40193755,Search,2020-07-28 11:22:00+00:00,POINT(-85.40193755 31.14297987)
67389,Richard,Jones,richardjones@example.org,56,M,Alabama,18575 Singh Flats,36301,Dothan,United States,31.14297987,-85.40193755,Search,2019-01-13 11:30:00+00:00,POINT(-85.40193755 31.14297987)
65538,Angela,Cox,angelacox@example.org,39,F,Alabama,855 Campbell Trail,36801,Opelika,United States,32.69974898,-85.39264715,Organic,2022-04-25 01:16:00+00:00,POINT(-85.39264715 32.69974898)
52884,Ariel,Sanchez,arielsanchez@example.net,40,F,Alabama,966 Davis Land,36801,Opelika,United States,32.69974898,-85.39264715,Organic,2020-03-13 11:44:00+00:00,POINT(-85.39264715 32.69974898)
56654,Dawn,Kelly,dawnkelly@example.org,50,F,Alabama,40713 Angela Circle Suite 296,36801,Opelika,United States,32.69974898,-85.39264715,Organic,2021-09-30 03:03:00+00:00,POINT(-85.39264715 32.69974898)
83373,Adam,Brown,adambrown@example.com,29,M,Alabama,9267 Derek Avenue,36801,Opelika,United States,32.69974898,-85.39264715,Search,2023-03-11 00:31:00+00:00,POINT(-85.39264715 32.69974898)
90256,Deborah,Christensen,deborahchristensen@example.com,22,F,Alabama,762 Key Wells,36303,Dothan,United States,31.26334993,-85.3911132,Search,2025-09-11 13:04:00+00:00,POINT(-85.3911132 31.26334993)
32142,Donald,Pierce,donaldpierce@example.org,24,M,Alabama,371 Weeks Squares Apt. 667,36303,Dothan,United States,31.26334993,-85.3911132,Search,2022-03-28 17:00:00+00:00,POINT(-85.3911132 31.26334993)
90407,Judith,Moore,judithmoore@example.com,64,F,Alabama,005 Reynolds Ridges,36303,Dothan,United States,31.26334993,-85.3911132,Organic,2024-10-24 17:45:00+00:00,POINT(-85.3911132 31.26334993)
58674,Debbie,Le,debbiele@example.org,41,F,Alagoas,249 Washington Pike,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2022-07-28 02:12:00+00:00,POINT(-38.04987492 -9.399166826)
19569,Jennifer,Jenkins,jenniferjenkins@example.org,31,F,Alagoas,65514 Pugh Brook Suite 178,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2022-06-30 12:33:00+00:00,POINT(-38.04987492 -9.399166826)
17858,Sarah,Brown,sarahbrown@example.net,39,F,Alagoas,785 Jessica Parkway Apt. 915,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2022-10-24 02:00:00+00:00,POINT(-38.04987492 -9.399166826)
30612,Dawn,Sanders,dawnsanders@example.org,13,F,Alagoas,00611 Darlene Freeway Apt. 210,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Organic,2021-11-04 16:44:00+00:00,POINT(-38.04987492 -9.399166826)
55981,Kathryn,Roberts,kathrynroberts@example.com,41,F,Alagoas,58901 Wagner Row,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2019-06-12 17:43:00+00:00,POINT(-38.04987492 -9.399166826)
18519,Brent,Patel,brentpatel@example.net,70,M,Alagoas,2889 Melissa Squares,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Organic,2023-08-09 16:45:00+00:00,POINT(-38.04987492 -9.399166826)
68347,Edwin,Howard,edwinhoward@example.com,39,M,Alagoas,515 Heather Crossing,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2023-02-16 02:42:00+00:00,POINT(-37.49498126 -9.531928628)
13069,Sheila,Martinez,sheilamartinez@example.com,22,F,Alagoas,7496 Deborah Ford,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Organic,2025-03-22 00:57:00+00:00,POINT(-37.49498126 -9.531928628)
18281,Abigail,Rodriguez,abigailrodriguez@example.net,59,F,Alagoas,24284 Kenneth Vista Suite 490,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Organic,2022-03-12 05:55:00+00:00,POINT(-37.49498126 -9.531928628)
18517,Javier,Walker,javierwalker@example.org,15,M,Alagoas,867 Shannon Creek,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Email,2024-12-09 10:03:00+00:00,POINT(-37.49498126 -9.531928628)
77465,David,Wilkins,davidwilkins@example.net,22,M,Alagoas,780 Hull Turnpike Apt. 077,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2019-09-17 02:04:00+00:00,POINT(-37.49498126 -9.531928628)
29075,Mary,Rios,maryrios@example.net,24,F,Alagoas,45497 Joshua Point Apt. 977,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2025-10-14 07:32:37.762223+00:00,POINT(-37.49498126 -9.531928628)
93582,Kenneth,Clark,kennethclark@example.net,29,M,Alagoas,414 Patton Route Suite 204,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2025-02-06 01:10:00+00:00,POINT(-37.210821 -9.35840959)
17620,Matthew,King,matthewking@example.com,27,M,Alagoas,0114 Rivera Flats,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2022-08-07 04:57:00+00:00,POINT(-37.210821 -9.35840959)
88708,Angela,Brooks,angelabrooks@example.org,44,F,Alagoas,9230 Nelson Field,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2023-10-28 04:44:00+00:00,POINT(-37.210821 -9.35840959)
11103,Leah,West,leahwest@example.net,39,F,Alagoas,0796 Sarah Dam,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2020-11-20 00:54:00+00:00,POINT(-37.210821 -9.35840959)
18346,Victor,Dickerson,victordickerson@example.com,52,M,Alagoas,166 Miller Row Suite 674,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2021-11-13 15:05:00+00:00,POINT(-37.210821 -9.35840959)
71456,Mary,Johnston,maryjohnston@example.org,25,F,Alagoas,85121 Boone Summit,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2020-03-06 07:31:00+00:00,POINT(-37.210821 -9.35840959)
33121,Erin,Haley,erinhaley@example.org,27,F,Alagoas,91772 Anthony Lodge,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2019-08-02 09:20:00+00:00,POINT(-37.210821 -9.35840959)
16765,Timothy,Smith,timothysmith@example.org,36,M,Alagoas,434 Johnson Coves,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2022-12-30 16:46:00+00:00,POINT(-37.210821 -9.35840959)
8249,Melanie,Olson,melanieolson@example.org,15,F,Alagoas,50321 Hancock Motorway Suite 252,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2022-12-30 18:24:00+00:00,POINT(-37.210821 -9.35840959)
31020,Janice,Novak,janicenovak@example.com,60,F,Alagoas,829 Rhonda Run Suite 429,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2019-03-24 00:34:00+00:00,POINT(-36.84902335 -9.789232303)
80402,Walter,Cook,waltercook@example.net,30,M,Alagoas,587 Fowler Circle Apt. 693,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2019-03-05 10:23:00+00:00,POINT(-36.84902335 -9.789232303)
72158,Gary,Donovan,garydonovan@example.org,62,M,Alagoas,29334 Lisa Cliffs,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2024-09-12 03:39:00+00:00,POINT(-36.84902335 -9.789232303)
14701,Melissa,Brown,melissabrown@example.org,24,F,Alagoas,558 Tammy Orchard Apt. 231,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2019-10-16 17:18:00+00:00,POINT(-36.84902335 -9.789232303)
22018,Sandra,Horn,sandrahorn@example.net,16,F,Alagoas,5630 Gibson Street Suite 340,57360-000,null,Brasil,-9.789232303,-36.84902335,Email,2022-10-27 07:19:00+00:00,POINT(-36.84902335 -9.789232303)
14716,Ronald,Wolfe,ronaldwolfe@example.net,40,M,Alagoas,316 Holloway Skyway Suite 623,57360-000,null,Brasil,-9.789232303,-36.84902335,Facebook,2022-11-09 04:47:00+00:00,POINT(-36.84902335 -9.789232303)
71288,Barbara,Thomas,barbarathomas@example.org,33,F,Alagoas,6577 Erica Corners,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Display,2025-03-25 07:10:00+00:00,POINT(-36.48241565 -10.23130153)
78763,Carlos,Gomez,carlosgomez@example.com,65,M,Alagoas,76756 Thomas Pines,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2023-09-10 10:23:00+00:00,POINT(-36.48241565 -10.23130153)
52861,Brandon,Austin,brandonaustin@example.org,53,M,Alagoas,52637 Lisa Unions Suite 953,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2024-01-12 01:25:00+00:00,POINT(-36.48241565 -10.23130153)
22025,Jacob,Williams,jacobwilliams@example.com,37,M,Alagoas,969 Brewer Ridges,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2020-08-29 02:48:00+00:00,POINT(-36.48241565 -10.23130153)
86413,Daniel,Foster,danielfoster@example.net,43,M,Alagoas,19228 Lisa Dale,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2021-02-22 06:03:00+00:00,POINT(-36.48241565 -10.23130153)
26549,Joel,Shaw,joelshaw@example.com,69,M,Alagoas,922 Jessica Field Apt. 811,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2021-02-21 01:51:00+00:00,POINT(-36.48241565 -10.23130153)
10104,Sydney,Larson,sydneylarson@example.org,26,F,Alagoas,7270 Carter Course,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Facebook,2019-09-19 06:24:00+00:00,POINT(-36.48241565 -10.23130153)
55428,Justin,Hernandez,justinhernandez@example.net,14,M,Alagoas,0460 Gates Burgs Suite 651,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2020-09-25 11:03:00+00:00,POINT(-36.48241565 -10.23130153)
15029,James,Edwards,jamesedwards@example.com,20,M,Alagoas,3574 Jeffrey Brooks,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2023-07-03 03:47:00+00:00,POINT(-36.48241565 -10.23130153)
96543,Andrew,Wolfe,andrewwolfe@example.com,18,M,Alagoas,983 Teresa Mills Apt. 494,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2023-12-18 09:05:00+00:00,POINT(-36.48241565 -10.23130153)
47119,Alexander,Bryant,alexanderbryant@example.com,20,M,Alagoas,700 Cannon Land,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Organic,2024-10-06 13:39:00+00:00,POINT(-36.37153621 -9.964312128)
17679,Samuel,Garcia,samuelgarcia@example.org,21,M,Alagoas,908 Vaughn Ways,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2023-12-16 16:15:00+00:00,POINT(-36.37153621 -9.964312128)
6085,Paul,Walker,paulwalker@example.org,25,M,Alagoas,84660 Skinner Route,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2019-08-04 08:28:00+00:00,POINT(-36.37153621 -9.964312128)
86345,Veronica,Griffith,veronicagriffith@example.org,40,F,Alagoas,2871 Tran Hill Apt. 454,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2020-05-12 16:50:00+00:00,POINT(-36.37153621 -9.964312128)
27147,Beth,White,bethwhite@example.com,55,F,Alagoas,2675 William Squares,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2025-10-12 06:40:00+00:00,POINT(-36.37153621 -9.964312128)
74660,Robert,Steele,robertsteele@example.net,44,M,Alagoas,42685 Jones Club,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2020-11-08 15:40:00+00:00,POINT(-36.37153621 -9.964312128)
35164,David,Mercado,davidmercado@example.com,45,M,Alagoas,35993 Harvey Parkways Suite 823,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2024-09-26 00:30:00+00:00,POINT(-36.37153621 -9.964312128)
18885,Jessica,Harrell,jessicaharrell@example.org,61,F,Alagoas,82656 Wendy Square Suite 624,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2020-10-24 02:06:00+00:00,POINT(-36.37153621 -9.964312128)
1893,George,Mclaughlin,georgemclaughlin@example.org,12,M,Alagoas,470 Williams Dale Apt. 824,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Organic,2021-05-24 14:47:00+00:00,POINT(-36.37153621 -9.964312128)
84937,Alicia,Woods,aliciawoods@example.net,20,F,Alagoas,837 Calvin Stravenue,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2023-04-19 04:29:00+00:00,POINT(-36.37153621 -9.964312128)
9476,Cheryl,Daniel,cheryldaniel@example.com,23,F,Alagoas,5414 Johnson Pass Suite 170,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2020-11-14 01:24:00+00:00,POINT(-36.37153621 -9.964312128)
12700,Victoria,Myers,victoriamyers@example.org,60,F,Alagoas,05546 Owen Expressway,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2021-09-28 05:17:00+00:00,POINT(-36.37153621 -9.964312128)
2583,Stephanie,Collins,stephaniecollins@example.org,62,F,Alagoas,816 Bryant Square,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2025-10-12 06:37:00+00:00,POINT(-36.37153621 -9.964312128)
29752,Rebecca,Garza,rebeccagarza@example.com,56,F,Alagoas,329 Johnson Track Apt. 764,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2025-02-08 15:08:00+00:00,POINT(-36.37153621 -9.964312128)
45899,Miguel,Williams,miguelwilliams@example.net,38,M,Alagoas,6883 James River Suite 302,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2022-05-10 09:35:00+00:00,POINT(-36.37153621 -9.964312128)
57630,Kevin,Williams,kevinwilliams@example.com,36,M,Alagoas,360 Austin Lane Apt. 103,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2024-11-21 10:08:00+00:00,POINT(-36.28838215 -9.804009564)
70034,Debbie,Sanchez,debbiesanchez@example.org,38,F,Alagoas,681 Wagner Mall,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2019-11-03 12:17:00+00:00,POINT(-36.28838215 -9.804009564)
37700,David,Young,davidyoung@example.org,45,M,Alagoas,8688 Gallagher Squares Suite 224,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2020-11-14 03:45:00+00:00,POINT(-36.28838215 -9.804009564)
23447,Christian,Mendoza,christianmendoza@example.net,44,M,Alagoas,04156 Horne Plain Apt. 871,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2020-02-15 02:38:00+00:00,POINT(-36.28838215 -9.804009564)
99714,James,Buckley,jamesbuckley@example.org,13,M,Alagoas,1233 Melissa Meadows Apt. 190,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2024-03-23 00:20:00+00:00,POINT(-36.28838215 -9.804009564)
28343,Morgan,Crawford,morgancrawford@example.org,28,F,Alagoas,904 Sanders Circles Suite 182,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2019-05-31 14:40:00+00:00,POINT(-36.28838215 -9.804009564)
20858,Juan,Montoya,juanmontoya@example.org,26,M,Alagoas,079 Underwood Points,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2024-05-09 10:47:00+00:00,POINT(-36.28838215 -9.804009564)
60201,Michele,Brown,michelebrown@example.org,38,F,Alagoas,209 Peterson Grove Apt. 012,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2023-01-03 18:52:00+00:00,POINT(-36.28838215 -9.804009564)
78033,Benjamin,Dixon,benjamindixon@example.com,60,M,Alagoas,37776 Miller Fork,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2025-10-16 08:35:17.767645+00:00,POINT(-36.23270508 -10.08503535)
22532,Samantha,Garcia,samanthagarcia@example.org,53,F,Alagoas,02430 Andrew Keys,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2024-02-10 12:42:00+00:00,POINT(-36.23270508 -10.08503535)
83182,Patrick,Becker,patrickbecker@example.net,16,M,Alagoas,1589 Robin Village Apt. 099,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Facebook,2020-08-15 01:29:00+00:00,POINT(-36.23270508 -10.08503535)
62125,Craig,Odonnell,craigodonnell@example.org,28,M,Alagoas,592 Edward Prairie Apt. 121,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2022-07-03 11:52:00+00:00,POINT(-36.23270508 -10.08503535)
43425,Jason,Smith,jasonsmith@example.org,13,M,Alagoas,666 Jennifer Expressway,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2021-07-16 05:21:00+00:00,POINT(-36.23270508 -10.08503535)
29250,Paul,Hamilton,paulhamilton@example.org,30,M,Alagoas,160 Joseph River Apt. 741,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2020-12-05 04:03:00+00:00,POINT(-36.23270508 -10.08503535)
31328,Chelsea,Tucker,chelseatucker@example.org,46,F,Alagoas,6486 Tucker Vista Suite 273,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2021-10-31 04:09:00+00:00,POINT(-36.23270508 -10.08503535)
22182,Alexis,Smith,alexissmith@example.com,50,F,Alagoas,83641 Cox Center Suite 596,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2024-04-23 12:47:00+00:00,POINT(-36.23270508 -10.08503535)
86484,Matthew,Barber,matthewbarber@example.net,21,M,Alagoas,88158 Allen Turnpike,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Email,2024-10-22 12:49:00+00:00,POINT(-36.23270508 -10.08503535)
51482,April,Gutierrez,aprilgutierrez@example.com,19,F,Alagoas,9448 Caroline Crossroad Suite 694,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2019-07-08 01:35:00+00:00,POINT(-36.23270508 -10.08503535)
70188,Edward,Mcdowell,edwardmcdowell@example.org,21,M,Alagoas,127 Shawn Trace,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2020-04-21 14:43:00+00:00,POINT(-36.23270508 -10.08503535)
6059,Christopher,Burnett,christopherburnett@example.com,67,M,Alagoas,22108 Patel Squares Suite 817,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Organic,2024-04-25 14:43:00+00:00,POINT(-36.23270508 -10.08503535)
55964,Christopher,Lawrence,christopherlawrence@example.com,18,M,Alagoas,67675 Moore Wall Apt. 831,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2023-12-17 02:58:00+00:00,POINT(-36.23270508 -10.08503535)
26661,Sharon,Good,sharongood@example.com,46,F,Alagoas,4143 Heather Field,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2020-11-25 07:54:00+00:00,POINT(-36.23270508 -10.08503535)
97541,Pamela,Briggs,pamelabriggs@example.com,31,F,Alagoas,926 Nicole Common,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Email,2021-05-29 14:00:00+00:00,POINT(-36.23270508 -10.08503535)
23571,Ashley,Keller,ashleykeller@example.org,38,F,Alagoas,1231 Martha Branch Apt. 348,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Facebook,2022-10-26 16:01:00+00:00,POINT(-36.23270508 -10.08503535)
